0,1,0.108285,1,0.207958,1,0.299704,1,0.384154,1,0.461888,1,0.53344,1,0.599301,1,0.659924,1,0.715726,1,0.76709,1,0.81437,1,0.857889,1,0.897947,1,0.934819,1,0.968759,1,1,1,1,1,1.03125,1,1.0625,1,1.09375,1,1.125,1,1.15625,1,1.1875,1,1.21875,1,1.25,1,1.28125,1,1.3125,1,1.34375,1,1.375,1,1.40625,1,1.4375,1,1.46875,1,1.5,1,1.53125,1,1.5625,1,1.59375,1,1.625,1,1.65625,1,1.6875,1,1.71875,1,1.75,1,1.78125,1,1.8125,1,1.84375,1,1.875,1,1.90625,1,1.9375,1,1.96875,1,2.03124,1,2.06518,1,2.10205,1,2.14211,1,2.18563,1,2.23291,1,2.28427,1,2.34008,1,2.4007,1,2.46656,1,2.53811,1,2.61585,1,2.7003,1,2.79204,1,2.89172,1,3,1
0,0.891715,0.0925834,0.907767,0.183859,0.917229,0.270677,0.92324,0.352033,0.927307,0.427777,0.930207,0.498094,0.93237,0.563297,0.934049,0.623738,0.935397,0.679767,0.93651,0.731719,0.937453,0.779899,0.938265,0.824583,0.938973,0.866006,0.939597,0.904358,0.940147,0.939763,0.940633,0.972253,0.941055,0.999403,0.941409,1.02821,0.941775,1.05844,0.942138,1.08944,0.942493,1.12083,0.942833,1.15242,0.943154,1.18409,0.943456,1.2158,0.943735,1.24753,0.943989,1.27925,0.944217,1.31096,0.944419,1.34267,0.944591,1.37438,0.944733,1.40608,0.944845,1.43779,0.944925,1.4695,0.944973,1.50123,0.944989,1.53299,0.944972,1.56477,0.944922,1.59659,0.944839,1.62847,0.944725,1.6604,0.944579,1.69242,0.944403,1.72454,0.944197,1.75679,0.943961,1.78921,0.943698,1.82187,0.943407,1.85488,0.943088,1.88843,0.942741,1.92287,0.942361,1.95894,0.941942,1.99836,0.941468,2.04161,0.940908,2.08165,0.940356,2.12288,0.939767,2.16622,0.939121,2.21228,0.938398,2.26151,0.937577,2.3143,0.936629,2.37105,0.935512,2.43214,0.934163,2.49793,0.932486,2.56881,0.930328,2.64511,0.927435,2.72704,0.923376,2.81448,0.917369,2.90648,0.907887,3,0.891715
0,0.792042,0.0835671,0.816562,0.167729,0.833321,0.249623,0.844844,0.327665,0.852973,0.401199,0.858897,0.47009,0.863366,0.534457,0.866853,0.59454,0.86966,0.65062,0.871983,0.702987,0.873951,0.751923,0.875653,0.79769,0.877145,0.840534,0.878469,0.880681,0.879654,0.918346,0.880719,0.953753,0.88168,0.986984,0.882553,1.0193,0.883373,1.05143,0.884155,1.08361,0.884902,1.11586,0.885612,1.14814,0.886281,1.18043,0.886907,1.21271,0.887485,1.24497,0.888013,1.27719,0.888486,1.30939,0.888902,1.34157,0.889259,1.37373,0.889553,1.40589,0.889784,1.43805,0.889948,1.47023,0.890046,1.50244,0.890076,1.53469,0.890037,1.567,0.88993,1.5994,0.889755,1.63189,0.889512,1.66451,0.889204,1.6973,0.888829,1.73028,0.888391,1.76352,0.88789,1.79709,0.887328,1.83109,0.886703,1.86568,0.886015,1.90106,0.885261,1.93755,0.884435,1.97554,0.883528,2.01535,0.882529,2.0566,0.881438,2.09845,0.880276,2.14175,0.879021,2.18702,0.877646,2.23472,0.876116,2.28526,0.874389,2.339,0.872404,2.3963,0.870073,2.45751,0.867266,2.52293,0.863788,2.59284,0.859333,2.6674,0.853428,2.7465,0.845315,2.82953,0.833777,2.91497,0.81691,3,0.792042
0,0.700296,0.0782596,0.729532,0.157286,0.751122,0.235009,0.76689,0.309936,0.778482,0.381245,0.787159,0.448608,0.793815,0.511999,0.799064,0.571556,0.803317,0.627493,0.806855,0.68006,0.809868,0.72951,0.812485,0.776095,0.814797,0.820057,0.816865,0.861634,0.818734,0.901064,0.820436,0.938604,0.821997,0.974535,0.823438,1.00932,0.824782,1.04339,0.826047,1.07703,0.827241,1.1104,0.828367,1.14358,0.829423,1.17662,0.830407,1.20955,0.831315,1.24238,0.832142,1.27513,0.832883,1.30782,0.833534,1.34046,0.834092,1.37307,0.834552,1.40567,0.834911,1.43826,0.835167,1.47088,0.835317,1.50355,0.83536,1.53627,0.835296,1.56909,0.835123,1.60202,0.834843,1.6351,0.834455,1.66836,0.833962,1.70185,0.833365,1.73563,0.832665,1.76976,0.831863,1.80432,0.830962,1.83943,0.82996,1.87524,0.828857,1.9119,0.827649,1.94962,0.826332,1.98858,0.824898,2.0289,0.823342,2.07052,0.821663,2.11344,0.819855,2.15797,0.817897,2.20444,0.815757,2.25319,0.81339,2.30455,0.810731,2.35884,0.807692,2.41635,0.804141,2.4774,0.799888,2.54221,0.794652,2.61097,0.788015,2.68368,0.779357,2.76005,0.767763,2.8393,0.751921,2.91997,0.730092,3,0.700296
0,0.615846,0.0752136,0.647748,0.150812,0.672307,0.225365,0.690978,0.297674,0.705165,0.366959,0.716055,0.432835,0.724562,0.495198,0.731357,0.554115,0.736918,0.60975,0.74158,0.662315,0.745578,0.712041,0.749077,0.759159,0.752192,0.803903,0.755004,0.846501,0.757569,0.887183,0.759931,0.926185,0.762119,0.963758,0.764158,1.00018,0.766068,1.03573,0.767864,1.07064,0.769554,1.10506,0.771144,1.13913,0.772631,1.17292,0.774014,1.20649,0.775288,1.23989,0.776448,1.27316,0.777487,1.30631,0.778399,1.33939,0.77918,1.37242,0.779823,1.40542,0.780325,1.43841,0.780681,1.47143,0.780888,1.5045,0.780945,1.53766,0.780849,1.57092,0.780601,1.60433,0.780201,1.63793,0.779649,1.67175,0.778947,1.70586,0.778098,1.74031,0.777102,1.77518,0.775963,1.81055,0.774682,1.84653,0.773261,1.88323,0.771699,1.9208,0.769995,1.95936,0.768147,1.99906,0.766152,2.03998,0.764005,2.08223,0.7617,2.12592,0.759225,2.17125,0.756556,2.21848,0.753655,2.26787,0.750467,2.31969,0.746911,2.37421,0.742874,2.43169,0.73819,2.49237,0.732624,2.55645,0.725836,2.62402,0.71734,2.695,0.706449,2.76903,0.692215,2.84538,0.673388,2.92285,0.648465,3,0.615846
0,0.538112,0.0736725,0.571433,0.14717,0.597646,0.219522,0.618078,0.289826,0.633979,0.357435,0.646435,0.421991,0.656329,0.48337,0.664339,0.541608,0.670966,0.596838,0.676576,0.649245,0.68143,0.69904,0.685717,0.74644,0.689569,0.791664,0.693082,0.834926,0.696321,0.876439,0.699334,0.916411,0.702155,0.955054,0.704807,0.992579,0.707309,1.02919,0.709671,1.06506,0.711899,1.10034,0.713997,1.13516,0.715962,1.16961,0.717789,1.20375,0.719473,1.23766,0.721005,1.27138,0.722378,1.30495,0.723584,1.33841,0.724615,1.3718,0.725465,1.40515,0.726126,1.43849,0.726595,1.47185,0.726866,1.50527,0.726937,1.53878,0.726806,1.57242,0.726471,1.60623,0.725934,1.64026,0.725195,1.67454,0.724257,1.70915,0.723122,1.74414,0.721793,1.77959,0.720275,1.81558,0.718571,1.8522,0.716685,1.88957,0.714621,1.92778,0.71238,1.96696,0.709964,2.00722,0.707375,2.04867,0.704609,2.09144,0.701662,2.13566,0.698519,2.18151,0.695156,2.2292,0.691531,2.27893,0.687581,2.33095,0.683216,2.38548,0.678303,2.44276,0.672654,2.50298,0.666006,2.56629,0.657985,2.63276,0.648079,2.70228,0.635585,2.7745,0.619582,2.84881,0.598916,2.9243,0.572244,3,0.538112
0,0.46656,0.073213,0.500456,0.145634,0.527373,0.21663,0.548655,0.285549,0.565479,0.351897,0.578861,0.415383,0.589639,0.475906,0.598472,0.533497,0.605862,0.588278,0.612183,0.640422,0.61771,0.690128,0.622643,0.737602,0.627126,0.783052,0.631261,0.82668,0.63512,0.868683,0.638752,0.909249,0.642192,0.948561,0.64546,0.986793,0.648569,1.02411,0.651525,1.06066,0.654331,1.09657,0.656982,1.13195,0.659473,1.16691,0.661795,1.20151,0.663938,1.23582,0.66589,1.2699,0.667641,1.30381,0.669179,1.33758,0.670495,1.37126,0.671579,1.40488,0.672423,1.43849,0.673019,1.47212,0.673363,1.50581,0.67345,1.5396,0.673278,1.57353,0.672845,1.60765,0.672152,1.642,0.6712,1.67663,0.669993,1.71162,0.668535,1.74701,0.666831,1.78288,0.664887,1.81931,0.662711,1.85639,0.660312,1.89421,0.657696,1.93287,0.654873,1.97248,0.651851,2.01314,0.648636,2.05497,0.645232,2.09809,0.641639,2.14264,0.637844,2.18878,0.633826,2.23669,0.629541,2.28656,0.624926,2.33859,0.619882,2.393,0.614266,2.44998,0.607879,2.50971,0.600442,2.57233,0.59157,2.63788,0.580747,2.70627,0.567287,2.77724,0.550309,2.85027,0.528735,2.92474,0.501303,3,0.46656
0,0.400699,0.0735877,0.43453,0.145746,0.461425,0.216105,0.482825,0.28422,0.499899,0.349736,0.513623,0.41245,0.524794,0.472297,0.534047,0.52933,0.541871,0.583673,0.548636,0.635499,0.55462,0.685002,0.560025,0.732385,0.565001,0.777852,0.569654,0.821598,0.574056,0.863809,0.578256,0.904662,0.582286,0.944322,0.586162,0.982943,0.58989,1.02067,0.593469,1.05762,0.596891,1.09393,0.600145,1.12968,0.603217,1.16498,0.606091,1.19989,0.608751,1.23448,0.61118,1.26882,0.613361,1.30296,0.61528,1.33694,0.616923,1.37082,0.618276,1.40464,0.619329,1.43843,0.620073,1.47224,0.620501,1.50611,0.620607,1.54009,0.620389,1.57421,0.619844,1.60853,0.618973,1.6431,0.617778,1.67796,0.616265,1.71319,0.61444,1.74883,0.61231,1.78497,0.609886,1.82168,0.607182,1.85905,0.60421,1.89715,0.600987,1.93608,0.59753,1.97594,0.593857,2.01683,0.589984,2.05887,0.585926,2.10218,0.581689,2.14688,0.57727,2.19313,0.572652,2.24109,0.567796,2.29094,0.562638,2.34286,0.557076,2.39705,0.550964,2.4537,0.544097,2.51299,0.536192,2.57504,0.526868,2.63991,0.515618,2.70755,0.50178,2.77776,0.484515,2.85019,0.462791,2.9244,0.435364,3,0.400699
0,0.340076,0.0746498,0.373301,0.147223,0.399574,0.217566,0.420488,0.285406,0.43724,0.350515,0.450789,0.41277,0.461903,0.47216,0.47119,0.528762,0.479121,0.582719,0.486055,0.634211,0.492264,0.683436,0.497952,0.730602,0.503265,0.775912,0.508311,0.819562,0.513164,0.861739,0.517869,0.902613,0.522454,0.942345,0.526927,0.98108,0.531286,1.01895,0.535517,1.05607,0.539601,1.09254,0.543516,1.12846,0.547235,1.16392,0.550731,1.19899,0.553979,1.23372,0.556953,1.26819,0.559629,1.30245,0.561987,1.33655,0.564007,1.37052,0.565672,1.40443,0.566969,1.43831,0.567885,1.47221,0.568411,1.50617,0.568541,1.54023,0.568271,1.57444,0.567599,1.60886,0.566525,1.64352,0.565053,1.67849,0.56319,1.71382,0.560945,1.74959,0.558331,1.78585,0.555362,1.82268,0.552058,1.86016,0.548444,1.89837,0.544544,1.9374,0.540388,1.97735,0.53601,2.01831,0.531439,2.0604,0.526704,2.10373,0.521828,2.14843,0.516819,2.19463,0.511668,2.2425,0.506343,2.29221,0.50078,2.34394,0.49488,2.39788,0.488494,2.45422,0.481418,2.51314,0.473371,2.57479,0.463982,2.63924,0.452761,2.70649,0.439072,2.77643,0.422111,2.84882,0.400869,2.9234,0.374082,3,0.340076
0,0.284274,0.0763164,0.316382,0.149899,0.341497,0.220784,0.361398,0.288842,0.377334,0.353952,0.390257,0.416071,0.400912,0.475239,0.409879,0.531568,0.417609,0.585221,0.424445,0.636394,0.43065,0.685295,0.436422,0.732141,0.441909,0.777144,0.447216,0.820509,0.452417,0.862428,0.457557,0.90308,0.462656,0.942628,0.467717,0.981219,0.472723,1.01898,0.477649,1.05603,0.482456,1.09245,0.487106,1.12835,0.491555,1.1638,0.495761,1.19886,0.499685,1.23359,0.503288,1.26806,0.506538,1.30232,0.509406,1.33641,0.511866,1.37039,0.513895,1.40429,0.515476,1.43816,0.516594,1.47204,0.517237,1.50598,0.517398,1.54003,0.51707,1.57422,0.516254,1.60862,0.514949,1.64326,0.51316,1.67821,0.510896,1.71352,0.50817,1.74925,0.504999,1.78548,0.501406,1.82228,0.497418,1.85971,0.49307,1.89787,0.488404,1.93684,0.483465,1.97671,0.478306,2.01759,0.47298,2.05957,0.467537,2.10277,0.462019,2.14731,0.456452,2.19334,0.450841,2.24101,0.445157,2.29048,0.439341,2.34196,0.433291,2.39564,0.426859,2.45171,0.41984,2.51039,0.411964,2.57181,0.40287,2.63612,0.392089,2.70335,0.379016,2.77345,0.362873,2.84633,0.342662,2.92184,0.31708,3,0.284274
