0,16,1,16,2,16,3,16,4,16,5,16,6,16,7,16,8,16,9,16,10,16,11,16,12,16,13,16,14,16,15,16,16,16,17,16,18,16,19,16,20,16,21,16,22,16,23,16,24,16,25,16,26,16,27,16,28,16,29,16,30,16,31,16,32,16
0,15,0.999989,15.0127,1.99998,15.0252,2.99997,15.0378,3.99996,15.0505,4.99995,15.0634,5.99995,15.0764,6.99994,15.0894,7.99993,15.1022,8.99993,15.1147,9.99993,15.1265,10.9999,15.1373,11.9999,15.1466,12.9999,15.1543,13.9999,15.16,14.9999,15.1635,15.9999,15.1647,16.9999,15.1635,17.9999,15.16,18.9999,15.1543,19.9999,15.1466,20.9999,15.1373,21.9999,15.1265,22.9999,15.1147,24,15.1023,25,15.0894,26,15.0764,27,15.0634,28,15.0505,29,15.0378,30,15.0253,31,15.0127,32,15
0,14,0.999979,14.0252,1.99996,14.0502,2.99994,14.0752,3.99992,14.1006,4.99991,14.1263,5.99989,14.1524,6.99988,14.1786,7.99987,14.2045,8.99987,14.2297,9.99986,14.2536,10.9999,14.2753,11.9999,14.2944,12.9998,14.31,13.9998,14.3216,14.9999,14.3287,15.9999,14.3311,16.9999,14.3287,17.9999,14.3216,18.9999,14.31,19.9999,14.2944,20.9999,14.2754,21.9999,14.2536,22.9999,14.2297,23.9999,14.2045,24.9999,14.1786,25.9999,14.1524,26.9999,14.1263,27.9999,14.1006,29,14.0752,30,14.0502,31,14.0252,32,14
0,13,0.99997,13.0374,1.99994,13.0744,2.99991,13.1117,3.99989,13.1496,4.99987,13.1883,5.99985,13.2276,6.99983,13.2673,7.99982,13.3068,8.99981,13.3453,9.9998,13.3817,10.9998,13.4151,11.9998,13.4443,12.9998,13.4683,13.9998,13.4861,14.9998,13.4971,15.9998,13.5008,16.9998,13.4971,17.9998,13.4861,18.9998,13.4683,19.9998,13.4444,20.9998,13.4151,21.9998,13.3818,22.9999,13.3453,23.9999,13.3068,24.9999,13.2674,25.9999,13.2277,26.9999,13.1883,27.9999,13.1497,28.9999,13.1118,30,13.0744,31,13.0374,32,13
0,12,0.999962,12.0489,1.99993,12.0976,2.99989,12.1468,3.99986,12.1971,4.99984,12.2487,5.99981,12.3016,6.99979,12.3553,7.99977,12.4089,8.99976,12.4615,9.99975,12.5115,10.9997,12.5574,11.9997,12.5976,12.9997,12.6307,13.9997,12.6553,14.9997,12.6705,15.9997,12.6757,16.9997,12.6705,17.9998,12.6554,18.9998,12.6307,19.9998,12.5977,20.9998,12.5574,21.9998,12.5115,22.9998,12.4615,23.9998,12.409,24.9998,12.3553,25.9999,12.3016,26.9999,12.2488,27.9999,12.1972,28.9999,12.1469,30,12.0976,31,12.0489,32,12
0,11,0.999957,11.0596,1.99992,11.1191,2.99988,11.1798,3.99984,11.2422,4.99981,11.3068,5.99978,11.3735,6.99976,11.4418,7.99974,11.5106,8.99972,11.5783,9.99971,11.6431,10.9997,11.7029,11.9997,11.7554,12.9997,11.7986,13.9997,11.8308,14.9997,11.8507,15.9997,11.8574,16.9997,11.8507,17.9997,11.8308,18.9997,11.7986,19.9997,11.7554,20.9997,11.7029,21.9998,11.6432,22.9998,11.5784,23.9998,11.5106,24.9998,11.4419,25.9998,11.3736,26.9999,11.3069,27.9999,11.2422,28.9999,11.1798,29.9999,11.1192,31,11.0596,32,11
0,10,0.999953,10.069,1.99991,10.1385,2.99987,10.2097,3.99983,10.2838,4.99979,10.3613,5.99976,10.4423,6.99974,10.526,7.99971,10.6111,8.9997,10.6957,9.99968,10.777,10.9997,10.8523,11.9997,10.9187,12.9997,10.9734,13.9997,11.0143,14.9997,11.0396,15.9997,11.0481,16.9997,11.0396,17.9997,11.0144,18.9997,10.9735,19.9997,10.9187,20.9997,10.8524,21.9997,10.7771,22.9998,10.6957,23.9998,10.6112,24.9998,10.5261,25.9998,10.4423,26.9999,10.3614,27.9999,10.2839,28.9999,10.2097,29.9999,10.1385,31,10.069,32,10
0,9,0.999952,9.07682,1.99991,9.15471,2.99986,9.23546,3.99982,9.32051,4.99979,9.41074,5.99975,9.5063,6.99973,9.60649,7.9997,9.70957,8.99968,9.81288,9.99967,9.91302,10.9997,10.0062,11.9996,10.0886,12.9996,10.1568,13.9996,10.2077,14.9996,10.2392,15.9997,10.2498,16.9997,10.2392,17.9997,10.2077,18.9997,10.1568,19.9997,10.0887,20.9997,10.0063,21.9997,9.91311,22.9998,9.81297,23.9998,9.70966,24.9998,9.60658,25.9998,9.50638,26.9999,9.41081,27.9999,9.32057,28.9999,9.23551,29.9999,9.15474,31,9.07684,32,9
0,8,0.999952,8.0825,1.99991,8.16693,2.99986,8.25562,3.99982,8.35051,4.99979,8.45295,5.99975,8.56342,6.99973,8.68121,7.9997,8.80422,8.99968,8.92896,9.99967,9.05091,10.9997,9.16503,11.9996,9.26631,12.9996,9.35022,13.9996,9.41297,14.9996,9.45177,15.9997,9.4649,16.9997,9.45179,17.9997,9.41301,18.9997,9.35028,19.9997,9.2664,20.9997,9.16513,21.9997,9.05101,22.9998,8.92906,23.9998,8.80432,24.9998,8.68131,25.9998,8.56351,26.9999,8.45302,27.9999,8.35057,28.9999,8.25566,29.9999,8.16696,31,8.08252,32,8
0,7,0.999955,7.0855,1.99991,7.17398,2.99987,7.26841,3.99983,7.37143,4.9998,7.48511,5.99977,7.61051,6.99974,7.74715,7.99971,7.89255,8.9997,8.04216,9.99968,8.18986,10.9997,8.3289,11.9997,8.45269,12.9997,8.55538,13.9997,8.63222,14.9997,8.67974,15.9997,8.69582,16.9997,8.67976,17.9997,8.63227,18.9997,8.55546,19.9997,8.45278,20.9997,8.329,21.9997,8.18997,22.9998,8.04227,23.9998,7.89266,24.9998,7.74725,25.9998,7.6106,26.9999,7.48519,27.9999,7.37149,28.9999,7.26846,29.9999,7.17401,31,7.08552,32,7
